0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 0 0 82.5586 63.0312 72.4375 0 0 0 0 17 14 0 0 100 0 0
2 0 0 0 82.5586 63.0312 72.4375 0 0 0 0 6 12 0 0 100 0 0
3 0 0 0 82.5586 63.0312 72.4375 0 0 0 0 7 12 0 0 100 0 0
4 0 0 0 82.5586 63.0312 72.4375 0 0 0 0 6 13 0 0 100 0 0
5 0 0 0 82.5586 63.0391 72.4297 0 0 0 56 12 21 0 0 100 0 0
6 0 0 0 82.5586 63.0391 72.4297 0 0 0 0 12 39 0 0 100 0 0
7 0 0 0 82.5586 63.0391 72.4375 0 0 0 0 7 12 0 0 100 0 0
8 0 0 0 82.5586 63.0391 72.4375 0 0 0 0 10 11 0 0 100 0 0
9 0 0 0 82.5586 63.0391 72.4375 0 0 0 0 7 13 0 0 100 0 0
10 0 0 0 82.5586 63.0469 72.4297 0 0 0 16 14 21 0 0 99 1 1
11 0 0 0 82.5586 63.0469 72.4375 0 0 0 0 6 12 0 0 100 0 0
12 0 0 0 82.5586 63.0469 72.4375 0 0 0 0 7 11 0 0 100 0 0
13 0 0 0 82.5586 63.0469 72.4375 0 0 0 0 7 13 0 0 100 0 0
14 0 0 0 82.5586 63.0469 72.4375 0 0 0 0 7 12 0 0 100 0 0
15 0 0 0 82.5586 63.0547 72.4297 0 0 0 16 12 22 0 0 100 0 0
16 0 0 0 82.5586 63.0547 72.4297 0 0 0 0 11 13 0 0 100 0 0
17 0 0 0 82.5586 63.0547 72.4375 0 0 0 0 6 13 0 0 100 0 0
18 0 0 0 82.5586 63.0547 72.4375 0 0 0 0 7 11 0 0 100 0 0
19 0 0 0 82.5586 63.0547 72.4375 0 0 0 0 6 14 0 0 100 0 0
20 0 0 0 82.5586 63.0625 72.4297 0 0 0 16 15 23 0 0 100 0 0
21 0 0 0 82.5586 63.0625 72.4375 0 0 0 0 11 12 0 0 100 0 0
22 0 0 0 82.5586 63.0625 72.4375 0 0 0 0 6 12 0 0 100 0 0
23 0 0 0 82.5586 63.0625 72.4375 0 0 0 0 10 14 0 0 100 0 0
24 0 0 0 82.5586 63.0625 72.4375 0 0 0 0 6 13 0 0 100 0 0
25 0 0 0 82.5586 63.0703 72.4297 0 0 0 20 17 23 0 0 100 0 0
26 0 0 0 82.5586 63.0703 72.4297 0 0 0 0 9 13 0 0 100 0 0
27 0 0 0 82.5586 63.0703 72.4375 0 0 0 0 8 12 0 0 100 0 0
28 0 0 0 82.5586 63.0703 72.4375 0 0 0 0 10 14 0 0 100 0 0
29 0 0 0 82.5586 63.0703 72.4375 0 0 0 164 32 13 0 0 100 0 0
30 0 0 0 82.5586 63.0781 72.4297 0 0 0 24 9 20 0 0 100 0 0
31 0 0 0 82.5586 63.0781 72.4375 0 0 0 0 13 12 0 0 100 0 0
32 0 0 0 82.5586 63.0781 72.4375 0 0 0 0 6 12 0 0 100 0 0
33 0 0 0 82.5586 63.0781 72.4375 0 0 0 0 7 12 0 0 100 0 0
34 0 0 0 82.5586 63.0781 72.4375 0 0 0 4 8 15 0 0 100 0 0
35 0 0 0 81.9219 63.0859 72.4336 0 0 0 120 50 47 0 1 99 0 1
36 0 0 0 81.5586 63.125 72.4453 0 0 0 168 40 77 0 0 98 2 2
37 0 0 0 81.5586 63.125 72.4453 0 0 0 0 6 13 0 0 100 0 0
